               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 537,            0.028744,           0.0044494,           0.0012018,             0.96054,             0.93184,              0.9554,             0.48702,            0.022732,           0.0038131,          0.00063251,           0.0046936,           0.0046936,           0.0046936
                 538,            0.030269,           0.0048388,           0.0023343,             0.94283,             0.92232,             0.95235,             0.51618,            0.022186,           0.0037812,          0.00061128,           0.0046837,           0.0046837,           0.0046837
                 539,            0.029576,           0.0047798,             0.00167,             0.92176,             0.91249,              0.9436,             0.49764,            0.020831,           0.0037752,          0.00061174,           0.0046738,           0.0046738,           0.0046738
                 540,            0.028617,           0.0046716,            0.001861,             0.93668,             0.89404,             0.93616,             0.48408,            0.020607,           0.0037838,          0.00062143,           0.0046639,           0.0046639,           0.0046639
                 541,            0.026718,           0.0043415,            0.001536,             0.92397,             0.91445,             0.94635,             0.49952,            0.019595,           0.0037671,          0.00057506,            0.004654,            0.004654,            0.004654
                 542,            0.029694,           0.0048808,           0.0015976,             0.93458,             0.91717,             0.94728,             0.50709,            0.020739,           0.0037455,          0.00055347,           0.0046441,           0.0046441,           0.0046441
                 543,            0.028401,           0.0040587,           0.0013103,             0.94037,             0.90145,             0.94265,             0.51061,            0.021012,           0.0037499,          0.00053666,           0.0046342,           0.0046342,           0.0046342
                 544,            0.029891,           0.0047429,           0.0014183,             0.94072,             0.91068,             0.94327,             0.49932,            0.020547,            0.003789,          0.00054078,           0.0046243,           0.0046243,           0.0046243
                 545,            0.028668,           0.0045613,            0.001761,             0.93474,             0.92733,             0.94269,             0.50907,             0.02065,           0.0038069,          0.00055577,           0.0046144,           0.0046144,           0.0046144
                 546,            0.029059,           0.0042507,           0.0017154,             0.93317,             0.91678,             0.93729,             0.51149,            0.020078,           0.0038057,          0.00056601,           0.0046045,           0.0046045,           0.0046045
                 547,            0.025038,           0.0049787,           0.0010375,             0.92114,             0.94619,             0.94741,             0.50498,             0.02137,           0.0037543,          0.00056999,           0.0045946,           0.0045946,           0.0045946
                 548,            0.035049,           0.0046254,           0.0015723,             0.94052,             0.91652,             0.94571,             0.51301,            0.019667,           0.0037408,           0.0005873,           0.0045847,           0.0045847,           0.0045847
                 549,            0.027095,           0.0046722,           0.0012311,             0.95693,             0.91624,             0.95539,              0.5186,            0.019921,            0.003748,          0.00063666,           0.0045748,           0.0045748,           0.0045748
                 550,             0.03018,           0.0043124,           0.0010999,             0.94558,             0.91574,             0.94988,             0.50709,            0.020036,           0.0037556,          0.00071969,           0.0045649,           0.0045649,           0.0045649
                 551,            0.028882,           0.0045933,           0.0013865,             0.95942,             0.90874,             0.95507,             0.51044,            0.019437,           0.0037243,          0.00081102,            0.004555,            0.004555,            0.004555
                 552,            0.026236,           0.0043519,           0.0013615,             0.96027,             0.92355,             0.95836,             0.51231,            0.018724,           0.0036926,          0.00079414,           0.0045451,           0.0045451,           0.0045451
                 553,            0.029233,           0.0046798,           0.0020868,             0.95897,             0.92382,             0.96102,             0.51798,             0.01906,           0.0036806,          0.00074656,           0.0045352,           0.0045352,           0.0045352
                 554,            0.024391,           0.0047048,           0.0018293,             0.95357,             0.91445,             0.95697,             0.50771,            0.019295,           0.0036883,          0.00071829,           0.0045253,           0.0045253,           0.0045253
                 555,            0.030878,           0.0045068,           0.0026204,             0.95273,             0.92283,             0.95588,             0.50697,            0.019288,           0.0037002,          0.00070601,           0.0045154,           0.0045154,           0.0045154
                 556,            0.029399,           0.0044566,           0.0023119,             0.93423,             0.93682,             0.95735,             0.50058,            0.019317,            0.003727,          0.00070925,           0.0045055,           0.0045055,           0.0045055
                 557,            0.028462,           0.0046683,           0.0016892,             0.92803,             0.93211,             0.95672,             0.49156,             0.01925,           0.0037484,           0.0006846,           0.0044956,           0.0044956,           0.0044956
                 558,              0.0267,           0.0047013,           0.0013612,             0.95174,             0.93683,             0.95806,             0.49543,            0.019624,           0.0037319,          0.00065147,           0.0044857,           0.0044857,           0.0044857
                 559,            0.030356,           0.0051952,           0.0014882,             0.95534,             0.93969,              0.9586,             0.50849,            0.018831,           0.0036878,          0.00062904,           0.0044758,           0.0044758,           0.0044758
                 560,            0.024486,           0.0048694,             0.00127,             0.95701,             0.93604,             0.96222,             0.51068,            0.018634,           0.0036935,          0.00057364,           0.0044659,           0.0044659,           0.0044659
                 561,            0.025629,           0.0045187,           0.0017671,             0.96593,             0.92644,              0.9572,             0.51643,               0.019,           0.0036682,          0.00053508,            0.004456,            0.004456,            0.004456
                 562,            0.031702,           0.0050817,           0.0014543,             0.95965,             0.93032,             0.95814,             0.50587,            0.019762,           0.0036619,          0.00049895,           0.0044461,           0.0044461,           0.0044461
                 563,             0.02783,           0.0043276,           0.0014591,             0.94558,             0.94467,             0.95813,             0.52172,            0.020392,           0.0036448,          0.00046344,           0.0044362,           0.0044362,           0.0044362
                 564,            0.032273,            0.004656,           0.0015428,             0.96905,             0.92784,             0.96217,             0.52577,            0.020129,           0.0036395,          0.00047287,           0.0044263,           0.0044263,           0.0044263
                 565,            0.028219,           0.0045123,           0.0013638,             0.94219,             0.94619,             0.95948,             0.52046,            0.020045,           0.0036343,          0.00048661,           0.0044164,           0.0044164,           0.0044164
                 566,            0.025358,           0.0041613,          0.00089992,             0.95341,              0.9396,             0.95848,             0.50678,            0.020086,           0.0036649,          0.00050048,           0.0044065,           0.0044065,           0.0044065
                 567,            0.026417,           0.0044668,           0.0014723,             0.96559,             0.93247,             0.95899,             0.52227,            0.019066,           0.0036603,          0.00049263,           0.0043966,           0.0043966,           0.0043966
                 568,            0.026414,           0.0041183,           0.0018511,             0.95736,             0.92743,             0.94605,             0.50501,            0.019561,           0.0037197,          0.00047399,           0.0043867,           0.0043867,           0.0043867
                 569,            0.028276,           0.0044598,          0.00099637,             0.96773,             0.92096,              0.9501,             0.52623,            0.018699,           0.0036784,          0.00046543,           0.0043768,           0.0043768,           0.0043768
                 570,            0.024428,           0.0046015,            0.001069,             0.94997,             0.91834,              0.9484,             0.51799,            0.019533,           0.0036902,          0.00048028,           0.0043669,           0.0043669,           0.0043669
                 571,             0.02797,           0.0048385,           0.0012349,             0.96106,             0.91387,             0.95175,             0.51415,            0.019412,           0.0037054,           0.0004892,            0.004357,            0.004357,            0.004357
                 572,            0.025316,           0.0048005,           0.0013047,             0.95213,             0.92382,             0.95186,             0.49105,            0.019915,           0.0037063,          0.00044456,           0.0043471,           0.0043471,           0.0043471
                 573,             0.02377,           0.0045168,          0.00057933,             0.94151,               0.926,             0.94928,             0.51915,            0.019308,           0.0036891,          0.00041811,           0.0043372,           0.0043372,           0.0043372
                 574,            0.023287,            0.005107,          0.00085158,             0.94503,             0.93203,              0.9534,             0.52915,            0.018696,           0.0036673,          0.00041353,           0.0043273,           0.0043273,           0.0043273
                 575,            0.025926,           0.0038729,           0.0013338,             0.94528,              0.9181,             0.94747,             0.52731,            0.019074,           0.0036607,          0.00044274,           0.0043174,           0.0043174,           0.0043174
                 576,            0.026517,           0.0042289,           0.0011474,             0.95369,             0.91937,             0.95077,             0.50283,            0.019959,           0.0037121,          0.00046042,           0.0043075,           0.0043075,           0.0043075
                 577,            0.028886,           0.0040889,           0.0014165,             0.94916,             0.91366,             0.95179,             0.51478,            0.019102,           0.0037178,          0.00045858,           0.0042976,           0.0042976,           0.0042976
                 578,            0.025624,           0.0054153,            0.001353,             0.96687,             0.92626,             0.96132,             0.53151,            0.018575,           0.0037057,          0.00045067,           0.0042877,           0.0042877,           0.0042877
                 579,            0.025891,           0.0043926,           0.0014744,             0.95055,             0.92945,             0.95392,             0.53043,            0.018936,           0.0037059,          0.00043388,           0.0042778,           0.0042778,           0.0042778
                 580,            0.026563,           0.0042138,           0.0014597,             0.95916,             0.92285,             0.95294,             0.53299,             0.01946,           0.0037217,          0.00043061,           0.0042679,           0.0042679,           0.0042679
                 581,             0.02868,           0.0044431,           0.0013896,             0.96458,             0.92856,             0.95728,             0.52684,            0.018553,           0.0037071,          0.00043223,            0.004258,            0.004258,            0.004258
                 582,             0.02511,           0.0045032,           0.0010049,             0.96768,             0.91545,             0.95604,             0.52144,            0.019371,            0.003692,          0.00043937,           0.0042481,           0.0042481,           0.0042481
                 583,            0.029177,           0.0046269,           0.0011104,             0.96832,             0.91523,             0.95339,             0.51994,            0.019755,           0.0037043,          0.00045366,           0.0042382,           0.0042382,           0.0042382
                 584,              0.0215,           0.0043421,          0.00072311,             0.96904,             0.91996,             0.95329,             0.51716,            0.019331,           0.0036847,          0.00045216,           0.0042283,           0.0042283,           0.0042283
                 585,            0.025685,           0.0041896,           0.0010803,             0.96401,             0.92481,             0.95687,              0.5182,            0.018708,           0.0036828,          0.00044653,           0.0042184,           0.0042184,           0.0042184
                 586,            0.026694,           0.0044776,           0.0011033,             0.95211,             0.92151,              0.9548,             0.51961,              0.0195,           0.0036895,          0.00045265,           0.0042085,           0.0042085,           0.0042085
                 587,            0.027851,           0.0043289,           0.0012474,             0.96539,             0.92816,             0.96123,             0.53056,            0.019243,           0.0036765,           0.0004502,           0.0041986,           0.0041986,           0.0041986
                 588,            0.023667,           0.0041078,          0.00081571,              0.9498,             0.93645,             0.95972,             0.53134,            0.019512,           0.0036687,          0.00045251,           0.0041887,           0.0041887,           0.0041887
                 589,            0.029353,             0.00466,           0.0015949,             0.96543,             0.92283,             0.95766,              0.5335,             0.01923,           0.0036502,          0.00047419,           0.0041788,           0.0041788,           0.0041788
                 590,            0.026155,           0.0042747,          0.00091241,             0.96772,             0.93112,             0.95864,             0.52783,            0.018467,           0.0036429,          0.00049541,           0.0041689,           0.0041689,           0.0041689
                 591,            0.027228,           0.0048216,           0.0014567,             0.96089,             0.93217,              0.9557,             0.53257,            0.019014,           0.0036356,          0.00049249,            0.004159,            0.004159,            0.004159
                 592,             0.02648,            0.004512,           0.0008175,             0.94991,             0.94474,             0.95896,             0.53142,            0.018374,           0.0036312,          0.00048114,           0.0041491,           0.0041491,           0.0041491
                 593,            0.024507,           0.0045662,           0.0016616,             0.94394,             0.94668,             0.95693,             0.52113,            0.019323,           0.0036619,          0.00047941,           0.0041392,           0.0041392,           0.0041392
                 594,            0.025445,           0.0043642,          0.00084718,             0.94459,             0.95063,             0.95876,             0.54272,            0.020056,           0.0036287,           0.0004782,           0.0041293,           0.0041293,           0.0041293
                 595,            0.027181,           0.0043792,           0.0016999,             0.94979,             0.95324,             0.96062,             0.54639,            0.019467,           0.0036352,          0.00045961,           0.0041194,           0.0041194,           0.0041194
                 596,            0.027683,            0.004478,           0.0011429,             0.96946,             0.95533,             0.97445,             0.54578,            0.018892,           0.0036234,          0.00043996,           0.0041095,           0.0041095,           0.0041095
                 597,            0.025272,           0.0039088,           0.0014591,             0.97055,             0.94254,             0.96963,             0.54286,            0.018887,           0.0036242,          0.00042838,           0.0040996,           0.0040996,           0.0040996
                 598,            0.026273,            0.004081,           0.0014988,             0.96396,             0.94826,             0.96985,             0.54158,            0.018676,           0.0036026,          0.00042728,           0.0040897,           0.0040897,           0.0040897
                 599,            0.027594,           0.0048229,           0.0011077,              0.9596,             0.96127,             0.97014,             0.54676,            0.018392,           0.0035732,           0.0004429,           0.0040798,           0.0040798,           0.0040798
                 600,            0.024141,           0.0043431,           0.0012545,             0.94966,              0.9531,             0.96235,             0.54875,            0.018303,            0.003562,          0.00044202,           0.0040699,           0.0040699,           0.0040699
                 601,            0.024248,           0.0044361,            0.000968,             0.95626,             0.95682,             0.96394,             0.54987,            0.018474,           0.0035777,          0.00043159,             0.00406,             0.00406,             0.00406
                 602,            0.028876,            0.004649,           0.0013506,              0.9489,             0.95366,             0.96273,             0.54886,            0.019598,           0.0035695,          0.00040894,           0.0040501,           0.0040501,           0.0040501
                 603,            0.025874,           0.0044395,           0.0015868,             0.94796,             0.95359,             0.95878,             0.54437,            0.018683,           0.0035847,           0.0003871,           0.0040402,           0.0040402,           0.0040402
                 604,            0.027445,           0.0047282,           0.0012829,              0.9598,             0.94957,             0.96384,             0.55043,            0.018057,           0.0036014,          0.00037536,           0.0040303,           0.0040303,           0.0040303
                 605,             0.02542,           0.0040795,           0.0011385,             0.96483,             0.94905,             0.96662,             0.55133,            0.018337,           0.0035989,           0.0003639,           0.0040204,           0.0040204,           0.0040204
                 606,            0.028607,           0.0045118,           0.0011311,             0.95703,              0.9454,             0.95964,             0.54966,            0.018695,           0.0036011,          0.00035692,           0.0040105,           0.0040105,           0.0040105
                 607,            0.025144,           0.0043006,            0.001369,             0.95923,             0.95106,             0.96097,              0.5473,            0.019636,           0.0035744,          0.00036184,           0.0040006,           0.0040006,           0.0040006
                 608,            0.028121,           0.0044895,           0.0010604,             0.97414,             0.93724,             0.96639,             0.54972,            0.019354,           0.0035747,          0.00035821,           0.0039907,           0.0039907,           0.0039907
                 609,            0.026678,           0.0041406,           0.0012313,             0.97892,             0.93071,             0.96555,             0.54608,            0.018956,           0.0035808,          0.00035936,           0.0039808,           0.0039808,           0.0039808
                 610,            0.025458,           0.0044916,           0.0014919,             0.97109,             0.94472,             0.96208,             0.53641,            0.019581,            0.003568,          0.00037274,           0.0039709,           0.0039709,           0.0039709
                 611,            0.024816,           0.0050618,           0.0010697,             0.96372,             0.94334,             0.95984,             0.54301,            0.018771,           0.0035511,           0.0003951,            0.003961,            0.003961,            0.003961
                 612,            0.024418,           0.0046701,          0.00083189,             0.96363,             0.94334,             0.96207,             0.53237,            0.018326,           0.0035536,          0.00040614,           0.0039511,           0.0039511,           0.0039511
                 613,            0.026686,           0.0041152,          0.00094443,              0.9675,             0.93495,             0.96084,             0.55463,            0.017686,           0.0035067,          0.00040352,           0.0039412,           0.0039412,           0.0039412
                 614,            0.025632,           0.0044523,           0.0013167,             0.96446,             0.95198,             0.96158,             0.54696,            0.017634,           0.0035072,           0.0004103,           0.0039313,           0.0039313,           0.0039313
                 615,            0.026981,           0.0047521,           0.0015242,             0.96628,             0.94439,             0.95721,             0.54407,            0.018832,           0.0035095,          0.00041687,           0.0039214,           0.0039214,           0.0039214
                 616,            0.030227,            0.004699,           0.0013878,             0.96104,              0.9393,             0.96168,             0.54485,            0.020275,           0.0034975,           0.0004274,           0.0039115,           0.0039115,           0.0039115
                 617,            0.023754,           0.0043656,            0.001198,             0.96898,             0.93728,             0.95816,             0.55159,            0.019639,           0.0034884,          0.00042325,           0.0039016,           0.0039016,           0.0039016
                 618,            0.026775,           0.0041361,           0.0011539,             0.96469,             0.95191,             0.96752,             0.54891,             0.01919,           0.0034988,          0.00042286,           0.0038917,           0.0038917,           0.0038917
                 619,            0.026192,           0.0041599,           0.0010688,             0.96424,             0.95701,             0.96918,             0.54985,            0.018203,           0.0034959,           0.0004143,           0.0038818,           0.0038818,           0.0038818
                 620,            0.026458,           0.0045347,          0.00085613,             0.96468,             0.95371,             0.96935,              0.5658,            0.017546,           0.0034883,          0.00040278,           0.0038719,           0.0038719,           0.0038719
                 621,            0.025844,           0.0049379,           0.0018941,              0.9745,             0.93604,             0.96935,             0.57268,            0.017199,           0.0035062,          0.00038918,            0.003862,            0.003862,            0.003862
                 622,             0.02689,           0.0042596,          0.00086776,             0.95787,             0.94461,             0.96845,             0.56901,            0.017249,           0.0035174,          0.00037529,           0.0038521,           0.0038521,           0.0038521
                 623,            0.027736,            0.004378,           0.0014066,             0.96357,             0.93445,             0.96651,             0.55192,            0.018155,           0.0035753,          0.00036739,           0.0038422,           0.0038422,           0.0038422
                 624,            0.027018,           0.0051773,          0.00092366,             0.95332,             0.93315,             0.96341,              0.5569,             0.01809,           0.0035694,          0.00037004,           0.0038323,           0.0038323,           0.0038323
                 625,             0.02805,           0.0048112,           0.0013289,             0.94793,             0.94154,             0.96282,             0.57064,            0.017862,            0.003566,          0.00037066,           0.0038224,           0.0038224,           0.0038224
                 626,            0.026553,           0.0044587,           0.0014401,             0.96064,             0.93959,             0.96284,             0.57898,            0.018279,           0.0035534,          0.00036788,           0.0038125,           0.0038125,           0.0038125
                 627,            0.026016,           0.0040354,           0.0012067,             0.96369,             0.95026,             0.96822,             0.56111,             0.01853,           0.0035343,          0.00037225,           0.0038026,           0.0038026,           0.0038026
                 628,            0.025187,            0.004728,           0.0012511,             0.97202,             0.94684,             0.97205,             0.56833,            0.017798,           0.0035168,          0.00037053,           0.0037927,           0.0037927,           0.0037927
                 629,            0.026393,           0.0042646,           0.0012224,             0.96339,             0.94661,             0.96566,             0.56887,            0.016693,           0.0035333,          0.00036819,           0.0037828,           0.0037828,           0.0037828
                 630,            0.025333,            0.004497,           0.0011264,             0.96676,             0.93491,              0.9647,             0.56118,            0.016712,           0.0035423,          0.00036772,           0.0037729,           0.0037729,           0.0037729
                 631,            0.025114,           0.0046001,           0.0008877,             0.96897,             0.94891,             0.96628,             0.56215,            0.016571,           0.0035426,          0.00035436,            0.003763,            0.003763,            0.003763
                 632,            0.025207,           0.0042771,           0.0010793,             0.95643,             0.94599,             0.96166,             0.55832,             0.01677,           0.0035397,          0.00034321,           0.0037531,           0.0037531,           0.0037531
                 633,            0.023498,            0.003933,          0.00066618,             0.95867,             0.93753,             0.95696,             0.55184,            0.018036,           0.0035357,          0.00033898,           0.0037432,           0.0037432,           0.0037432
                 634,             0.02605,           0.0044457,           0.0015493,             0.96282,             0.94348,             0.96203,             0.55338,            0.018216,           0.0035251,          0.00034393,           0.0037333,           0.0037333,           0.0037333
                 635,            0.025328,           0.0047719,           0.0012668,             0.97137,             0.95112,              0.9678,             0.55981,            0.017594,           0.0035096,            0.000356,           0.0037234,           0.0037234,           0.0037234
                 636,            0.026003,           0.0044632,           0.0012774,             0.97428,                0.94,             0.96652,             0.56293,            0.017562,           0.0035051,          0.00038189,           0.0037135,           0.0037135,           0.0037135
                 637,            0.025278,           0.0043312,           0.0013491,             0.97063,             0.93409,             0.96158,             0.56272,            0.018723,           0.0034951,          0.00040231,           0.0037036,           0.0037036,           0.0037036
                 638,              0.0291,           0.0045677,          0.00086948,             0.95722,             0.94822,             0.96127,             0.56146,            0.018796,           0.0035039,          0.00042553,           0.0036937,           0.0036937,           0.0036937
                 639,            0.025766,            0.004296,           0.0013491,             0.95674,             0.94944,              0.9618,             0.56425,            0.018368,           0.0034909,          0.00046079,           0.0036838,           0.0036838,           0.0036838
                 640,            0.025655,           0.0043464,           0.0015606,             0.95411,             0.95032,             0.96106,             0.56666,            0.017595,           0.0035091,          0.00046608,           0.0036739,           0.0036739,           0.0036739
                 641,            0.024727,           0.0043415,           0.0010361,             0.95678,             0.94961,             0.96374,             0.55971,            0.018773,           0.0035181,          0.00046435,            0.003664,            0.003664,            0.003664
                 642,             0.02871,           0.0045843,           0.0012519,             0.95726,             0.95318,             0.96604,             0.56774,            0.017979,           0.0035014,           0.0004576,           0.0036541,           0.0036541,           0.0036541
                 643,            0.026087,           0.0048475,           0.0010757,             0.96083,              0.9484,             0.96645,             0.56185,            0.017824,           0.0035263,          0.00042858,           0.0036442,           0.0036442,           0.0036442
                 644,            0.025103,           0.0039623,           0.0012707,             0.95699,             0.94843,             0.96502,             0.56625,            0.017475,           0.0035281,          0.00041245,           0.0036343,           0.0036343,           0.0036343
                 645,            0.027891,           0.0041256,           0.0015142,             0.96281,             0.94466,             0.96445,             0.57211,            0.017632,           0.0035202,          0.00040343,           0.0036244,           0.0036244,           0.0036244
                 646,            0.024943,           0.0043688,           0.0013539,             0.95393,             0.93422,             0.95807,             0.56654,            0.018428,           0.0035339,          0.00040288,           0.0036145,           0.0036145,           0.0036145
                 647,            0.025803,           0.0040455,          0.00085689,             0.96035,             0.94382,             0.95898,             0.56857,            0.017917,            0.003509,          0.00039053,           0.0036046,           0.0036046,           0.0036046
                 648,            0.028787,           0.0047471,           0.0012054,             0.95734,             0.94441,             0.96198,             0.56878,            0.017203,           0.0034888,           0.0003741,           0.0035947,           0.0035947,           0.0035947
                 649,            0.027915,           0.0043905,          0.00096986,             0.96184,             0.94543,             0.96278,             0.57552,            0.017249,           0.0034719,          0.00035319,           0.0035848,           0.0035848,           0.0035848
                 650,             0.02375,           0.0037086,          0.00097988,             0.96499,             0.94475,             0.96297,             0.58341,            0.017085,           0.0034792,           0.0003439,           0.0035749,           0.0035749,           0.0035749
                 651,            0.026767,           0.0044849,            0.001089,             0.96606,             0.94794,             0.96314,             0.58007,            0.016702,           0.0034669,          0.00033082,            0.003565,            0.003565,            0.003565
                 652,            0.026764,              0.0046,          0.00087474,             0.95944,             0.95407,             0.96349,             0.58541,            0.016949,           0.0034557,          0.00032506,           0.0035551,           0.0035551,           0.0035551
                 653,            0.023245,           0.0041763,          0.00091823,             0.97589,             0.95734,             0.97205,             0.58091,            0.017428,           0.0034667,          0.00032145,           0.0035452,           0.0035452,           0.0035452
                 654,             0.02303,           0.0042608,          0.00070338,             0.97492,             0.95069,             0.96753,             0.58408,            0.017176,           0.0034617,          0.00031497,           0.0035353,           0.0035353,           0.0035353
                 655,            0.023748,            0.004611,          0.00096248,             0.97956,             0.94821,             0.96722,             0.57559,            0.017159,            0.003484,          0.00030999,           0.0035254,           0.0035254,           0.0035254
                 656,            0.023345,           0.0040878,          0.00067732,             0.97862,             0.95232,             0.97137,             0.57569,            0.016788,           0.0034883,          0.00030697,           0.0035155,           0.0035155,           0.0035155
                 657,            0.021772,           0.0040646,           0.0011087,             0.97254,             0.95072,             0.97074,             0.57295,            0.016499,           0.0034876,          0.00030894,           0.0035056,           0.0035056,           0.0035056
                 658,            0.022493,           0.0043126,           0.0010396,             0.97238,             0.94747,             0.96903,             0.57396,            0.016418,           0.0034971,           0.0003147,           0.0034957,           0.0034957,           0.0034957
                 659,            0.024168,           0.0049449,           0.0010248,             0.97303,              0.9494,             0.96831,             0.58291,            0.016509,           0.0034892,          0.00032385,           0.0034858,           0.0034858,           0.0034858
                 660,            0.021703,           0.0041188,          0.00092308,             0.97132,             0.95072,             0.96878,             0.58406,            0.016671,           0.0034828,          0.00031896,           0.0034759,           0.0034759,           0.0034759
                 661,             0.02573,           0.0044664,           0.0012462,             0.96725,             0.95459,             0.96644,             0.58581,            0.016143,            0.003473,          0.00031291,            0.003466,            0.003466,            0.003466
                 662,            0.024149,           0.0042309,          0.00084453,              0.9695,             0.95384,             0.96662,             0.57185,             0.01618,           0.0034864,          0.00030962,           0.0034561,           0.0034561,           0.0034561
                 663,             0.02529,            0.004352,          0.00086032,             0.96568,             0.95969,             0.96989,             0.58133,            0.016014,           0.0034882,          0.00030083,           0.0034462,           0.0034462,           0.0034462
                 664,            0.022997,           0.0046178,           0.0012298,             0.96852,             0.95683,             0.97049,             0.58976,            0.016596,           0.0034836,          0.00030509,           0.0034363,           0.0034363,           0.0034363
                 665,            0.023555,           0.0042307,          0.00094842,             0.96748,             0.94667,              0.9658,              0.5899,            0.015561,           0.0034699,           0.0003116,           0.0034264,           0.0034264,           0.0034264
                 666,            0.025103,           0.0047869,          0.00092777,             0.97835,              0.9431,             0.96776,             0.59054,            0.015579,           0.0034613,          0.00031645,           0.0034165,           0.0034165,           0.0034165
                 667,            0.023688,           0.0044636,           0.0012962,             0.97275,              0.9444,             0.96999,             0.58326,            0.016675,           0.0034703,          0.00032021,           0.0034066,           0.0034066,           0.0034066
                 668,            0.025498,           0.0042124,           0.0012321,             0.96636,             0.94826,             0.96948,             0.56826,            0.016168,            0.003478,          0.00031801,           0.0033967,           0.0033967,           0.0033967
                 669,            0.023552,           0.0045597,          0.00060361,             0.97485,             0.94353,             0.96957,             0.57366,            0.015823,           0.0034736,          0.00031499,           0.0033868,           0.0033868,           0.0033868
                 670,            0.026132,           0.0046799,           0.0011536,             0.97341,               0.948,             0.96981,             0.57681,            0.015355,           0.0034519,          0.00031386,           0.0033769,           0.0033769,           0.0033769
                 671,            0.023568,           0.0045008,          0.00088014,             0.96937,             0.95518,             0.97105,             0.58425,             0.01609,           0.0034351,          0.00032502,            0.003367,            0.003367,            0.003367
                 672,            0.026203,           0.0046324,           0.0012297,              0.9705,             0.95397,             0.97469,             0.58472,            0.015483,           0.0034439,          0.00033153,           0.0033571,           0.0033571,           0.0033571
                 673,            0.026275,           0.0043128,           0.0010105,             0.97584,             0.95762,              0.9748,             0.58143,            0.016274,           0.0034521,           0.0003369,           0.0033472,           0.0033472,           0.0033472
                 674,            0.026507,           0.0042111,            0.001072,             0.96571,             0.95525,             0.96877,             0.57043,            0.016857,           0.0034759,          0.00034619,           0.0033373,           0.0033373,           0.0033373
                 675,            0.024177,           0.0040313,           0.0013748,             0.96603,             0.94922,             0.96619,             0.57417,            0.016357,           0.0034904,          0.00036067,           0.0033274,           0.0033274,           0.0033274
                 676,            0.020829,           0.0038054,           0.0011149,             0.97009,             0.95382,             0.96856,             0.58146,            0.016454,            0.003469,           0.0003574,           0.0033175,           0.0033175,           0.0033175
                 677,            0.026643,           0.0046349,           0.0010403,             0.96765,             0.95561,             0.96957,              0.5884,            0.016736,            0.003467,          0.00036618,           0.0033076,           0.0033076,           0.0033076
                 678,            0.024665,           0.0039037,          0.00092344,             0.96192,             0.95032,             0.96818,             0.57999,            0.017653,           0.0034772,          0.00037807,           0.0032977,           0.0032977,           0.0032977
                 679,            0.025911,           0.0044432,           0.0018331,             0.96844,             0.93889,             0.96461,             0.57246,            0.017772,           0.0034978,          0.00039125,           0.0032878,           0.0032878,           0.0032878
                 680,            0.024382,           0.0042025,          0.00097382,             0.97229,             0.93868,             0.96391,             0.56906,            0.016879,           0.0035022,          0.00040104,           0.0032779,           0.0032779,           0.0032779
                 681,            0.024502,           0.0037478,          0.00089042,              0.9649,             0.93891,              0.9649,             0.56968,            0.017348,           0.0035119,          0.00041259,            0.003268,            0.003268,            0.003268
                 682,             0.02396,           0.0041295,           0.0011209,             0.96532,             0.95079,             0.96899,             0.57282,             0.01762,           0.0035021,          0.00042497,           0.0032581,           0.0032581,           0.0032581
                 683,            0.024198,           0.0039169,           0.0010993,              0.9755,             0.93604,             0.96944,             0.57104,            0.017188,            0.003514,          0.00044987,           0.0032482,           0.0032482,           0.0032482
                 684,            0.023058,           0.0042402,           0.0010355,             0.96655,             0.94223,              0.9621,              0.5726,            0.016469,           0.0035236,          0.00045083,           0.0032383,           0.0032383,           0.0032383
                 685,            0.025428,           0.0043386,           0.0011196,             0.96279,             0.95407,             0.96232,             0.57094,            0.017423,           0.0035235,          0.00043485,           0.0032284,           0.0032284,           0.0032284
                 686,            0.024055,           0.0045275,           0.0011071,             0.95664,             0.95397,             0.96041,             0.57634,            0.018217,           0.0034901,          0.00041795,           0.0032185,           0.0032185,           0.0032185
                 687,            0.027944,             0.00435,           0.0012108,             0.95648,             0.95383,             0.96356,             0.59052,            0.017748,           0.0034836,          0.00042443,           0.0032086,           0.0032086,           0.0032086
                 688,             0.02271,           0.0042302,          0.00080312,             0.96626,             0.95546,             0.96759,             0.58563,            0.016606,            0.003502,          0.00042243,           0.0031987,           0.0031987,           0.0031987
                 689,            0.020524,           0.0038713,          0.00097206,             0.96371,             0.95369,             0.96743,             0.58599,            0.015469,           0.0034801,          0.00041372,           0.0031888,           0.0031888,           0.0031888
                 690,            0.025372,           0.0044279,           0.0011378,             0.96001,             0.95358,             0.96705,             0.58575,            0.016146,           0.0035036,          0.00039699,           0.0031789,           0.0031789,           0.0031789
