               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 181,            0.047433,           0.0065774,           0.0045653,             0.74005,             0.70908,             0.74347,             0.28374,            0.032904,             0.00506,           0.0036612,            0.008218,            0.008218,            0.008218
                 182,            0.038958,           0.0058535,           0.0045846,             0.74682,             0.73892,             0.74385,             0.27084,            0.033054,           0.0050411,           0.0033588,           0.0082081,           0.0082081,           0.0082081
                 183,            0.040477,            0.005991,           0.0050204,             0.69684,             0.68791,              0.6619,             0.24759,            0.034656,           0.0049984,           0.0034163,           0.0081982,           0.0081982,           0.0081982
                 184,             0.04464,           0.0067083,           0.0049531,             0.73531,             0.72161,             0.72888,             0.29029,            0.032044,           0.0050098,           0.0033453,           0.0081883,           0.0081883,           0.0081883
                 185,            0.041354,           0.0058956,           0.0049056,             0.75476,             0.66924,             0.73126,             0.29057,            0.031918,           0.0050969,           0.0033557,           0.0081784,           0.0081784,           0.0081784
                 186,            0.035408,           0.0053348,           0.0038572,             0.76059,             0.67623,             0.72775,             0.29182,            0.030862,           0.0050716,           0.0030526,           0.0081685,           0.0081685,           0.0081685
                 187,            0.042073,           0.0059045,           0.0042036,             0.61919,             0.61162,             0.62602,              0.2426,            0.033377,           0.0051334,           0.0034924,           0.0081586,           0.0081586,           0.0081586
                 188,            0.042305,           0.0062167,           0.0039365,             0.73076,             0.67866,             0.71683,             0.27054,            0.031559,           0.0050522,           0.0030975,           0.0081487,           0.0081487,           0.0081487
                 189,            0.036049,           0.0059284,           0.0047658,             0.72238,             0.65478,             0.69518,             0.28014,            0.032795,           0.0050293,           0.0028004,           0.0081388,           0.0081388,           0.0081388
                 190,            0.042184,           0.0065542,           0.0047832,             0.69998,             0.67044,             0.68858,             0.27696,            0.032345,            0.005084,            0.002791,           0.0081289,           0.0081289,           0.0081289
                 191,            0.038263,           0.0056092,           0.0045652,             0.68089,              0.6851,              0.6908,             0.26849,             0.03362,           0.0050727,           0.0028607,            0.008119,            0.008119,            0.008119
                 192,            0.042154,           0.0055904,           0.0031906,             0.66257,              0.6628,             0.67381,              0.2519,            0.032725,           0.0050573,           0.0026999,           0.0081091,           0.0081091,           0.0081091
                 193,            0.038786,           0.0051781,           0.0034228,             0.63452,             0.69495,             0.68157,             0.25888,            0.033667,           0.0049153,           0.0023412,           0.0080992,           0.0080992,           0.0080992
                 194,            0.039464,           0.0057325,           0.0040513,              0.7405,             0.72081,             0.76086,             0.32418,            0.030272,           0.0049617,            0.002357,           0.0080893,           0.0080893,           0.0080893
                 195,            0.046729,           0.0058515,           0.0045466,             0.72909,             0.71162,             0.75477,              0.3075,            0.030269,           0.0049143,           0.0024092,           0.0080794,           0.0080794,           0.0080794
                 196,            0.043762,            0.005491,           0.0043594,             0.75906,             0.73041,             0.72999,             0.29344,            0.035307,           0.0048213,           0.0024942,           0.0080695,           0.0080695,           0.0080695
                 197,            0.042833,           0.0056178,           0.0042063,             0.75022,             0.74098,             0.73781,             0.30906,            0.031749,           0.0048799,           0.0025296,           0.0080596,           0.0080596,           0.0080596
                 198,            0.039726,           0.0060213,           0.0040476,             0.71069,             0.70304,             0.74988,             0.30363,            0.030394,           0.0049398,           0.0027051,           0.0080497,           0.0080497,           0.0080497
                 199,             0.03726,           0.0059974,           0.0046003,             0.78198,              0.6702,             0.73779,             0.31615,            0.030938,            0.004941,           0.0032246,           0.0080398,           0.0080398,           0.0080398
                 200,            0.039608,           0.0054044,           0.0041948,             0.78846,             0.72988,             0.77111,             0.34328,            0.030433,           0.0048763,           0.0024688,           0.0080299,           0.0080299,           0.0080299
                 201,            0.041627,           0.0060115,           0.0048948,             0.80773,             0.71509,             0.81946,             0.34651,            0.030035,            0.004842,           0.0026231,             0.00802,             0.00802,             0.00802
                 202,            0.037002,           0.0057235,           0.0045964,             0.79762,             0.69498,             0.77941,             0.32708,            0.030871,           0.0048304,           0.0026824,           0.0080101,           0.0080101,           0.0080101
                 203,            0.040171,           0.0064278,           0.0033854,             0.81363,             0.69539,              0.7748,             0.33133,            0.031197,           0.0047855,           0.0023839,           0.0080002,           0.0080002,           0.0080002
                 204,            0.042812,           0.0063882,           0.0048618,             0.78308,             0.69527,             0.77891,             0.31103,            0.031761,           0.0048025,           0.0023317,           0.0079903,           0.0079903,           0.0079903
                 205,            0.043507,           0.0067434,           0.0042248,             0.76989,              0.7593,             0.79433,             0.33897,            0.031329,           0.0047737,           0.0022604,           0.0079804,           0.0079804,           0.0079804
                 206,            0.040171,           0.0058665,           0.0039846,             0.75586,              0.7555,             0.79484,              0.3374,            0.031009,           0.0047321,           0.0023388,           0.0079705,           0.0079705,           0.0079705
                 207,            0.041409,           0.0053269,           0.0039432,             0.72431,             0.72067,             0.75211,             0.30802,             0.03002,           0.0047292,           0.0027729,           0.0079606,           0.0079606,           0.0079606
                 208,            0.044837,           0.0056019,           0.0039422,              0.7075,             0.68133,              0.7135,               0.266,            0.029459,           0.0047759,           0.0027188,           0.0079507,           0.0079507,           0.0079507
                 209,            0.037417,           0.0049628,           0.0037658,              0.7839,             0.68828,             0.75741,             0.29677,            0.031276,           0.0047246,           0.0023777,           0.0079408,           0.0079408,           0.0079408
                 210,            0.033059,           0.0049427,           0.0035629,             0.83212,             0.72828,             0.78298,             0.32384,            0.032192,           0.0046912,           0.0020273,           0.0079309,           0.0079309,           0.0079309
                 211,            0.042654,           0.0053129,           0.0038838,             0.82286,             0.73265,             0.79886,             0.32414,            0.031752,           0.0046603,           0.0019324,            0.007921,            0.007921,            0.007921
                 212,             0.04235,           0.0055491,            0.004374,             0.79466,              0.7121,             0.75352,             0.30914,            0.030873,           0.0046854,           0.0019089,           0.0079111,           0.0079111,           0.0079111
                 213,            0.037295,           0.0056852,           0.0030453,             0.78632,             0.71432,              0.7577,             0.31727,            0.030945,           0.0046936,           0.0018495,           0.0079012,           0.0079012,           0.0079012
                 214,            0.039942,           0.0053583,           0.0034598,             0.77201,             0.73593,             0.79253,             0.30162,             0.03158,            0.004804,           0.0018691,           0.0078913,           0.0078913,           0.0078913
                 215,            0.045282,           0.0057843,           0.0036486,             0.69942,             0.70828,             0.74284,             0.30067,            0.030959,           0.0048548,           0.0021982,           0.0078814,           0.0078814,           0.0078814
                 216,            0.037056,           0.0053926,           0.0031623,             0.79313,              0.7332,             0.79526,             0.33882,             0.02845,           0.0047649,            0.001839,           0.0078715,           0.0078715,           0.0078715
                 217,             0.03624,           0.0055208,           0.0033939,             0.81021,             0.75544,              0.8204,             0.35084,            0.028362,           0.0047063,           0.0017846,           0.0078616,           0.0078616,           0.0078616
                 218,            0.043087,           0.0056159,           0.0037302,             0.78209,             0.77896,             0.81034,              0.3445,            0.033731,           0.0046472,           0.0019073,           0.0078517,           0.0078517,           0.0078517
                 219,            0.042618,           0.0049709,           0.0043093,             0.76447,             0.72194,             0.75556,             0.31787,            0.034983,           0.0046648,           0.0021894,           0.0078418,           0.0078418,           0.0078418
                 220,            0.046745,           0.0058265,             0.00372,              0.6709,              0.6356,             0.67996,               0.265,            0.034099,           0.0047304,           0.0021857,           0.0078319,           0.0078319,           0.0078319
                 221,            0.039716,           0.0070489,           0.0042299,             0.77228,             0.73306,             0.79822,             0.31937,            0.032942,           0.0046865,           0.0022343,            0.007822,            0.007822,            0.007822
                 222,            0.041451,           0.0061401,           0.0039007,             0.79879,             0.71575,             0.78243,             0.32793,            0.031341,           0.0047183,           0.0022834,           0.0078121,           0.0078121,           0.0078121
                 223,            0.040876,           0.0054637,           0.0043427,             0.81663,             0.75892,             0.80003,             0.32784,            0.030653,           0.0047374,           0.0022356,           0.0078022,           0.0078022,           0.0078022
                 224,            0.040838,           0.0053357,           0.0043822,             0.77341,             0.73923,             0.78334,             0.29358,            0.030355,           0.0047405,            0.002603,           0.0077923,           0.0077923,           0.0077923
                 225,             0.03984,           0.0054355,           0.0033114,             0.82748,             0.77738,             0.82534,             0.32696,            0.031658,            0.004684,           0.0020689,           0.0077824,           0.0077824,           0.0077824
                 226,            0.037989,           0.0055385,           0.0035319,             0.78396,              0.7812,             0.81429,             0.33501,             0.03396,           0.0046307,           0.0018975,           0.0077725,           0.0077725,           0.0077725
                 227,            0.042766,           0.0054125,           0.0030608,             0.83296,             0.76589,             0.82825,             0.34535,            0.031674,           0.0046563,           0.0017998,           0.0077626,           0.0077626,           0.0077626
                 228,            0.039611,            0.005615,           0.0032942,             0.79704,             0.77686,             0.81611,             0.34972,            0.031924,            0.004689,           0.0017166,           0.0077527,           0.0077527,           0.0077527
                 229,            0.039856,           0.0059142,           0.0025847,             0.80438,             0.71343,             0.77006,             0.31065,            0.032741,           0.0046733,           0.0017839,           0.0077428,           0.0077428,           0.0077428
                 230,            0.042464,           0.0055276,           0.0034743,             0.82069,             0.72994,             0.79655,             0.34788,            0.032389,           0.0046599,           0.0018176,           0.0077329,           0.0077329,           0.0077329
                 231,            0.046822,           0.0056275,           0.0040083,             0.80812,             0.72876,             0.80866,             0.33643,            0.033348,           0.0046557,            0.001815,            0.007723,            0.007723,            0.007723
                 232,            0.041839,           0.0055028,           0.0033067,             0.78228,             0.77812,             0.82765,             0.31656,            0.032203,           0.0047312,           0.0018581,           0.0077131,           0.0077131,           0.0077131
                 233,            0.038707,           0.0051227,           0.0028623,             0.79536,              0.7557,             0.81877,             0.33933,            0.030791,           0.0046457,           0.0017296,           0.0077032,           0.0077032,           0.0077032
                 234,            0.037708,           0.0046883,           0.0030706,             0.74928,             0.73922,             0.77123,             0.32873,            0.029904,           0.0046057,           0.0017367,           0.0076933,           0.0076933,           0.0076933
                 235,            0.038847,           0.0052754,           0.0032486,             0.79004,             0.73536,             0.79423,             0.32156,            0.030238,           0.0045993,           0.0017285,           0.0076834,           0.0076834,           0.0076834
                 236,            0.046761,           0.0061609,           0.0038109,             0.81921,             0.76656,             0.83418,             0.35086,             0.02847,           0.0045941,           0.0016809,           0.0076735,           0.0076735,           0.0076735
                 237,            0.038052,           0.0054368,           0.0032337,             0.83659,             0.78494,             0.83858,             0.35463,            0.028721,           0.0046099,           0.0016632,           0.0076636,           0.0076636,           0.0076636
                 238,            0.039423,            0.006056,           0.0039895,             0.83358,             0.79558,             0.84314,             0.35949,            0.029808,           0.0045523,           0.0015587,           0.0076537,           0.0076537,           0.0076537
                 239,            0.044939,           0.0057549,           0.0024919,             0.77916,             0.78463,             0.81733,              0.3379,            0.029434,            0.004625,           0.0017175,           0.0076438,           0.0076438,           0.0076438
                 240,            0.036428,           0.0048029,           0.0033367,             0.75213,             0.69007,             0.76691,             0.28769,            0.031278,           0.0046481,           0.0016141,           0.0076339,           0.0076339,           0.0076339
                 241,            0.036388,           0.0055845,           0.0029787,             0.80887,              0.7394,             0.81117,             0.33984,            0.028689,           0.0046137,           0.0017724,            0.007624,            0.007624,            0.007624
                 242,            0.033173,           0.0055683,           0.0033818,              0.8204,             0.75114,             0.82556,             0.35709,            0.029261,           0.0045794,           0.0018532,           0.0076141,           0.0076141,           0.0076141
                 243,            0.040372,           0.0058205,           0.0041163,             0.80956,             0.67433,             0.79132,             0.32777,            0.029681,           0.0045588,           0.0018612,           0.0076042,           0.0076042,           0.0076042
                 244,            0.037282,           0.0055184,           0.0029588,             0.85791,             0.74332,              0.8385,             0.34179,            0.031608,           0.0045438,           0.0018069,           0.0075943,           0.0075943,           0.0075943
                 245,            0.037372,           0.0055441,           0.0029692,             0.82966,             0.77923,              0.8464,             0.34587,            0.031388,           0.0045759,           0.0016182,           0.0075844,           0.0075844,           0.0075844
                 246,            0.041133,            0.005829,           0.0034224,             0.82756,             0.77923,             0.84598,             0.36959,             0.03151,            0.004582,           0.0016643,           0.0075745,           0.0075745,           0.0075745
                 247,            0.044118,           0.0060223,           0.0038092,             0.81305,             0.80446,             0.83337,             0.36833,            0.032489,           0.0045359,           0.0014441,           0.0075646,           0.0075646,           0.0075646
                 248,            0.039675,           0.0052938,           0.0033889,             0.79319,             0.81923,             0.83981,             0.37554,            0.030577,            0.004579,           0.0014214,           0.0075547,           0.0075547,           0.0075547
                 249,            0.038594,           0.0055696,           0.0032219,              0.8363,             0.79479,             0.84913,             0.37489,            0.029719,           0.0046227,            0.001409,           0.0075448,           0.0075448,           0.0075448
                 250,            0.041488,           0.0056698,           0.0038813,             0.84192,             0.77519,             0.82642,             0.35879,             0.03151,           0.0046318,           0.0014534,           0.0075349,           0.0075349,           0.0075349
                 251,            0.037794,           0.0052351,           0.0027694,             0.81122,             0.74463,             0.80052,              0.3505,            0.028563,           0.0046572,           0.0016385,            0.007525,            0.007525,            0.007525
                 252,            0.033139,           0.0047632,           0.0028493,               0.836,             0.75272,             0.81648,             0.33026,            0.030841,           0.0047273,           0.0016078,           0.0075151,           0.0075151,           0.0075151
                 253,            0.041046,           0.0051603,           0.0025851,             0.81632,             0.75764,             0.79168,             0.35433,            0.030739,            0.004675,           0.0016008,           0.0075052,           0.0075052,           0.0075052
                 254,            0.039578,           0.0054132,           0.0037378,             0.80007,             0.75575,             0.80105,             0.34296,            0.030769,           0.0046713,           0.0019369,           0.0074953,           0.0074953,           0.0074953
                 255,            0.039332,           0.0059968,           0.0038852,             0.77891,             0.73325,             0.78096,             0.31666,            0.031594,            0.004684,           0.0024017,           0.0074854,           0.0074854,           0.0074854
                 256,            0.038329,           0.0059566,           0.0031019,             0.77949,              0.7234,             0.75498,              0.3157,            0.030075,           0.0046218,           0.0019788,           0.0074755,           0.0074755,           0.0074755
                 257,            0.039146,           0.0055384,           0.0032858,             0.81031,              0.7526,             0.80315,             0.34862,            0.030441,           0.0046015,           0.0016451,           0.0074656,           0.0074656,           0.0074656
                 258,            0.038286,           0.0050344,           0.0035088,              0.8158,             0.76511,             0.80757,             0.35013,            0.030277,           0.0045675,           0.0018005,           0.0074557,           0.0074557,           0.0074557
                 259,            0.036547,           0.0052025,           0.0031525,             0.84552,             0.79786,             0.84481,             0.36891,            0.030328,           0.0045369,           0.0014175,           0.0074458,           0.0074458,           0.0074458
                 260,            0.038274,           0.0055764,            0.003201,             0.83461,              0.7695,             0.82344,             0.34274,            0.029926,           0.0045415,            0.001461,           0.0074359,           0.0074359,           0.0074359
                 261,            0.039511,           0.0057914,           0.0024054,             0.83248,             0.77598,               0.836,             0.34234,            0.030547,           0.0046109,            0.001593,            0.007426,            0.007426,            0.007426
                 262,            0.039233,           0.0053363,           0.0033609,             0.86558,             0.77982,             0.84266,             0.39334,            0.028713,           0.0045435,           0.0016659,           0.0074161,           0.0074161,           0.0074161
                 263,            0.041003,           0.0048799,           0.0025482,                0.86,             0.81372,             0.85239,             0.38581,            0.031075,            0.004503,            0.001634,           0.0074062,           0.0074062,           0.0074062
                 264,            0.038608,           0.0049874,           0.0028209,             0.83206,             0.78172,             0.81243,             0.35519,            0.028433,           0.0044866,           0.0016528,           0.0073963,           0.0073963,           0.0073963
                 265,            0.040056,           0.0055092,           0.0024014,             0.83406,             0.77769,             0.83533,             0.37849,            0.028617,           0.0044778,           0.0017965,           0.0073864,           0.0073864,           0.0073864
                 266,            0.038869,           0.0056506,           0.0023899,             0.85148,             0.76525,             0.83648,             0.36297,            0.026916,           0.0045474,           0.0016896,           0.0073765,           0.0073765,           0.0073765
                 267,             0.03835,           0.0057936,           0.0041904,             0.83548,             0.79637,             0.84902,             0.36685,            0.026826,           0.0045477,            0.001509,           0.0073666,           0.0073666,           0.0073666
                 268,            0.039472,           0.0054188,           0.0033567,             0.80863,             0.78741,             0.80186,             0.33967,            0.027234,           0.0045618,           0.0013554,           0.0073567,           0.0073567,           0.0073567
                 269,            0.038479,           0.0061717,           0.0024969,             0.84307,             0.81224,             0.86041,             0.37744,            0.026247,           0.0046073,           0.0013561,           0.0073468,           0.0073468,           0.0073468
                 270,            0.035065,           0.0052726,           0.0035151,             0.82987,             0.78129,             0.83855,             0.37345,             0.02637,           0.0045795,           0.0013501,           0.0073369,           0.0073369,           0.0073369
                 271,            0.034745,           0.0053542,           0.0026183,             0.83935,              0.7778,             0.83781,             0.36387,            0.026841,           0.0045694,           0.0014194,            0.007327,            0.007327,            0.007327
                 272,            0.035509,           0.0054903,           0.0023666,             0.84034,             0.76574,             0.83044,             0.36252,            0.028713,           0.0045196,           0.0013792,           0.0073171,           0.0073171,           0.0073171
                 273,            0.034104,           0.0050272,           0.0025144,             0.82949,             0.78367,             0.82515,             0.37487,            0.028605,           0.0044492,            0.001408,           0.0073072,           0.0073072,           0.0073072
                 274,            0.039646,           0.0052813,           0.0024846,             0.84208,             0.74868,               0.825,             0.35381,            0.028651,           0.0044758,           0.0014328,           0.0072973,           0.0072973,           0.0072973
                 275,            0.038429,           0.0058875,           0.0030176,             0.80661,             0.77034,             0.80799,             0.36693,            0.028131,           0.0044482,           0.0014511,           0.0072874,           0.0072874,           0.0072874
                 276,            0.037002,           0.0054247,           0.0024546,             0.86033,             0.73408,             0.82121,              0.3605,            0.028108,           0.0044147,           0.0015518,           0.0072775,           0.0072775,           0.0072775
                 277,            0.034963,           0.0047969,           0.0025112,             0.86411,             0.76157,             0.84268,             0.37392,            0.025992,           0.0044047,           0.0013682,           0.0072676,           0.0072676,           0.0072676
                 278,            0.037155,           0.0053042,            0.004469,               0.826,             0.79431,             0.84884,             0.38248,            0.027354,           0.0043921,            0.001382,           0.0072577,           0.0072577,           0.0072577
                 279,             0.03506,           0.0053087,           0.0022706,             0.80002,             0.78113,             0.82798,             0.37768,            0.027298,           0.0044504,           0.0014418,           0.0072478,           0.0072478,           0.0072478
                 280,            0.036886,           0.0052783,           0.0026052,             0.80037,             0.79145,             0.82762,             0.35284,            0.027621,           0.0044693,           0.0014337,           0.0072379,           0.0072379,           0.0072379
                 281,            0.037474,           0.0052394,           0.0020785,             0.83229,             0.79288,             0.85861,             0.38144,             0.02787,           0.0044529,           0.0014059,            0.007228,            0.007228,            0.007228
                 282,             0.04166,           0.0059063,           0.0030366,             0.82497,             0.76828,             0.83159,             0.35231,            0.028858,           0.0045019,           0.0014364,           0.0072181,           0.0072181,           0.0072181
                 283,             0.04003,           0.0048617,           0.0028698,             0.84231,             0.78209,             0.86429,             0.38384,            0.027824,           0.0044434,           0.0013985,           0.0072082,           0.0072082,           0.0072082
                 284,            0.034401,           0.0051942,            0.002505,              0.7866,             0.79279,                0.83,             0.37282,            0.027473,           0.0044502,           0.0013334,           0.0071983,           0.0071983,           0.0071983
                 285,            0.032431,           0.0055543,           0.0024867,             0.81728,             0.80828,             0.85162,             0.37621,            0.026976,           0.0044879,           0.0012526,           0.0071884,           0.0071884,           0.0071884
                 286,            0.034197,           0.0047083,           0.0029989,             0.82843,             0.81336,             0.85316,             0.36823,            0.027124,           0.0045109,           0.0012007,           0.0071785,           0.0071785,           0.0071785
                 287,            0.041895,           0.0056291,            0.005286,             0.83687,             0.83283,             0.85168,             0.37868,            0.026013,           0.0044888,           0.0011483,           0.0071686,           0.0071686,           0.0071686
                 288,            0.036796,           0.0055038,           0.0023851,             0.84375,             0.81875,             0.85098,             0.36663,            0.027048,           0.0044555,            0.001149,           0.0071587,           0.0071587,           0.0071587
                 289,            0.035065,           0.0051106,           0.0023813,             0.85344,             0.81954,             0.86893,             0.39363,            0.026673,           0.0044019,           0.0011747,           0.0071488,           0.0071488,           0.0071488
                 290,            0.035677,           0.0053884,            0.002124,             0.87455,             0.82526,             0.87516,             0.39212,            0.026262,           0.0044115,           0.0011772,           0.0071389,           0.0071389,           0.0071389
                 291,            0.035424,           0.0049062,           0.0034665,             0.84703,             0.82732,             0.86517,             0.38967,            0.026548,           0.0043592,            0.001294,            0.007129,            0.007129,            0.007129
                 292,            0.033594,            0.004509,           0.0030907,             0.84734,              0.8019,             0.85426,             0.37829,            0.027402,           0.0043222,           0.0014018,           0.0071191,           0.0071191,           0.0071191
                 293,            0.040122,            0.005753,           0.0025464,             0.85791,             0.81708,             0.87407,              0.3865,            0.025578,            0.004358,           0.0015754,           0.0071092,           0.0071092,           0.0071092
                 294,            0.036627,           0.0060106,           0.0035238,             0.83791,              0.8218,             0.87294,             0.38897,            0.026143,           0.0043872,           0.0016666,           0.0070993,           0.0070993,           0.0070993
                 295,            0.037457,           0.0049495,            0.003218,             0.83451,             0.80311,             0.85799,             0.36717,            0.027911,           0.0044109,           0.0013501,           0.0070894,           0.0070894,           0.0070894
                 296,            0.037024,           0.0057452,           0.0024974,             0.85291,             0.80656,             0.87232,             0.36574,             0.02805,            0.004434,           0.0012628,           0.0070795,           0.0070795,           0.0070795
                 297,            0.045431,           0.0054682,           0.0027002,             0.86831,             0.80605,              0.8708,             0.38808,            0.025525,           0.0044186,            0.001281,           0.0070696,           0.0070696,           0.0070696
                 298,            0.040104,           0.0055588,           0.0025574,             0.83152,             0.81873,             0.86792,             0.38804,            0.026784,           0.0044265,           0.0014936,           0.0070597,           0.0070597,           0.0070597
                 299,            0.036868,           0.0055826,           0.0023027,             0.79827,             0.76621,              0.8246,             0.37153,            0.027543,           0.0044318,           0.0017446,           0.0070498,           0.0070498,           0.0070498
                 300,            0.031662,           0.0045414,           0.0021322,              0.8429,             0.78749,              0.8555,             0.35733,            0.028456,           0.0044013,           0.0012877,           0.0070399,           0.0070399,           0.0070399
                 301,            0.034179,           0.0050117,           0.0020174,              0.8012,             0.83567,             0.84568,             0.37662,            0.029008,           0.0043409,           0.0012258,             0.00703,             0.00703,             0.00703
                 302,            0.032544,            0.005183,           0.0031175,             0.77549,             0.79242,              0.7942,             0.36096,            0.029153,           0.0042916,           0.0012959,           0.0070201,           0.0070201,           0.0070201
                 303,             0.03909,           0.0050166,           0.0024949,             0.82834,             0.76689,             0.84163,             0.36925,            0.028945,           0.0044237,           0.0017289,           0.0070102,           0.0070102,           0.0070102
                 304,            0.033571,           0.0054542,           0.0028698,              0.8334,              0.7624,             0.82055,             0.37197,             0.02841,           0.0043375,           0.0015839,           0.0070003,           0.0070003,           0.0070003
                 305,            0.036395,           0.0055518,           0.0028816,             0.84736,             0.83309,             0.87049,             0.39912,              0.0273,           0.0043337,           0.0015221,           0.0069904,           0.0069904,           0.0069904
                 306,            0.041198,           0.0061156,           0.0024551,             0.83225,             0.80653,              0.8524,             0.38478,            0.028153,           0.0043241,           0.0014394,           0.0069805,           0.0069805,           0.0069805
                 307,               0.041,           0.0053401,           0.0028376,             0.86562,             0.81979,             0.86604,             0.38505,            0.028073,           0.0043736,           0.0015501,           0.0069706,           0.0069706,           0.0069706
                 308,             0.04187,           0.0055328,           0.0036731,             0.85172,             0.80885,              0.8595,             0.35718,            0.027484,           0.0044086,           0.0015776,           0.0069607,           0.0069607,           0.0069607
                 309,            0.033018,           0.0054102,           0.0021626,             0.87013,              0.8318,             0.88118,             0.39316,            0.025783,           0.0043918,           0.0015498,           0.0069508,           0.0069508,           0.0069508
                 310,            0.033955,           0.0046213,           0.0030794,             0.86234,             0.82513,             0.85651,             0.40306,            0.024781,           0.0043491,           0.0013856,           0.0069409,           0.0069409,           0.0069409
                 311,             0.03537,           0.0050236,           0.0030268,             0.85865,             0.85335,              0.8829,             0.40796,            0.024804,           0.0043246,           0.0012579,            0.006931,            0.006931,            0.006931
                 312,            0.035832,           0.0056699,           0.0028404,             0.87032,             0.84113,             0.88168,             0.41134,            0.026798,           0.0043079,           0.0011963,           0.0069211,           0.0069211,           0.0069211
                 313,            0.031987,           0.0056028,           0.0026131,             0.89016,             0.84491,             0.88981,             0.41783,            0.026847,           0.0043149,           0.0011327,           0.0069112,           0.0069112,           0.0069112
                 314,            0.037717,           0.0051262,           0.0021096,             0.85779,             0.85045,             0.88402,             0.38982,            0.027463,           0.0043147,           0.0010792,           0.0069013,           0.0069013,           0.0069013
                 315,            0.035164,           0.0049309,           0.0020765,             0.86326,             0.84464,              0.8852,             0.37921,            0.027495,           0.0043819,           0.0010455,           0.0068914,           0.0068914,           0.0068914
                 316,            0.035626,           0.0054427,           0.0018963,             0.85955,             0.82583,             0.87163,             0.36302,            0.028045,           0.0043544,           0.0010311,           0.0068815,           0.0068815,           0.0068815
                 317,            0.033602,           0.0051125,           0.0017596,             0.86085,              0.8253,             0.86222,             0.40369,            0.027165,           0.0043222,           0.0010229,           0.0068716,           0.0068716,           0.0068716
                 318,            0.032108,           0.0050346,           0.0017893,             0.88624,             0.84188,             0.87992,             0.40336,             0.02657,           0.0042788,          0.00098587,           0.0068617,           0.0068617,           0.0068617
                 319,            0.036168,           0.0054872,           0.0018059,             0.87213,             0.81303,             0.85999,             0.39047,             0.02691,           0.0043169,          0.00099281,           0.0068518,           0.0068518,           0.0068518
                 320,            0.032483,            0.005095,           0.0029616,             0.87036,             0.83748,             0.87574,              0.4035,            0.026846,           0.0043025,          0.00090416,           0.0068419,           0.0068419,           0.0068419
                 321,            0.033605,           0.0053154,           0.0024353,             0.83762,             0.83097,             0.85919,             0.39996,             0.02656,           0.0042823,          0.00096019,            0.006832,            0.006832,            0.006832
                 322,            0.033376,           0.0055483,           0.0023953,             0.82465,             0.83748,              0.8561,             0.39319,            0.026834,           0.0042772,           0.0011358,           0.0068221,           0.0068221,           0.0068221
                 323,            0.041687,           0.0052803,           0.0025602,             0.85595,             0.82288,             0.86922,             0.37982,            0.025826,           0.0043073,           0.0012732,           0.0068122,           0.0068122,           0.0068122
                 324,            0.037401,           0.0056824,           0.0022344,             0.86616,             0.81639,             0.87626,             0.38194,            0.026968,           0.0042434,           0.0013678,           0.0068023,           0.0068023,           0.0068023
                 325,            0.034433,           0.0049638,           0.0021844,             0.86817,             0.81671,             0.87825,             0.38845,            0.026248,           0.0042142,           0.0012447,           0.0067924,           0.0067924,           0.0067924
                 326,             0.03418,           0.0052328,           0.0020776,             0.88578,             0.81176,             0.86432,             0.38897,            0.026547,           0.0042065,            0.001156,           0.0067825,           0.0067825,           0.0067825
                 327,            0.036249,           0.0052318,           0.0023953,             0.87292,             0.82481,              0.8596,             0.39602,            0.026168,           0.0041959,           0.0011304,           0.0067726,           0.0067726,           0.0067726
                 328,            0.036298,           0.0050971,           0.0019174,             0.87166,             0.84427,             0.87214,              0.4056,            0.026148,           0.0042213,           0.0012063,           0.0067627,           0.0067627,           0.0067627
                 329,            0.037589,            0.005681,           0.0025663,              0.8805,             0.83145,             0.87117,             0.40457,            0.025285,           0.0042461,           0.0012462,           0.0067528,           0.0067528,           0.0067528
                 330,            0.034211,           0.0051458,           0.0021086,             0.87358,             0.84964,             0.88103,             0.41646,            0.025901,           0.0042399,           0.0012587,           0.0067429,           0.0067429,           0.0067429
                 331,            0.040735,           0.0054594,           0.0038304,             0.85951,              0.8521,             0.87856,              0.4017,            0.027886,           0.0042573,           0.0011797,            0.006733,            0.006733,            0.006733
                 332,            0.034441,           0.0058075,           0.0031267,             0.84504,             0.86398,             0.88658,             0.40403,            0.027381,           0.0042722,           0.0011985,           0.0067231,           0.0067231,           0.0067231
                 333,            0.033749,           0.0050792,            0.002433,             0.84573,             0.86439,             0.88704,             0.41074,            0.025964,           0.0042487,           0.0011845,           0.0067132,           0.0067132,           0.0067132
                 334,            0.031163,           0.0047238,            0.002059,             0.84899,             0.82965,             0.87346,             0.41541,            0.026085,           0.0042484,           0.0010741,           0.0067033,           0.0067033,           0.0067033
